Protein Complex,Bile,Bladder,Bone,Brain,breast,cervical,colorectal,esophagel,Galbladder,Gastric,head,Kidney,Leukemia,liver,lung,lymphoma,Myeloma,Neuroblastoma,Non-cancerous,ovarian,pancreatic,prostate,Rhabdoid,Sarcoma,skin,testis,thyroid,Uncategorized,Uterine
"['O75461', 'P61244', 'Q14186', 'Q8IWI9', 'Q8IY57', 'Q969R5', 'Q99496', 'Q9BYE7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P67870', 'P68400', 'Q3KNV8', 'Q8IY57', 'Q8WXX7', 'Q99496']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75530', 'Q15022', 'Q16576', 'Q5T6S3', 'Q92800', 'Q96JN0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O76094', 'P09132', 'P37108', 'P49458', 'P61011', 'Q9UHB9']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15514', 'P19387', 'P19388', 'P24928', 'P30876', 'P36954', 'P52434', 'P52435', 'P53803', 'P61218', 'P62487', 'P62875']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q8IUX1', 'Q96B77', 'Q9BQ95', 'Q9GZY4', 'Q9H845', 'Q9Y375']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15144', 'O15145', 'O15511', 'P59998', 'P61160', 'Q92747', 'Q9P1U1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['B7Z8K6', 'P07766', 'P09693', 'P0CF51', 'P20963']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P05014', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P62877', 'Q13617', 'Q15369', 'Q15370', 'Q9BSK4']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A8MWX3', 'Q12768', 'Q2M389', 'Q9Y3C0', 'Q9Y4E1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A0A024RAD5', 'P04843', 'P04844', 'P0C6T2', 'P46977', 'P61165', 'P61803', 'Q9NRP0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43189', 'O75530', 'Q15022', 'Q16576', 'Q92800', 'Q96JN0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75461', 'P61244', 'Q06587', 'Q14186', 'Q8IWI9', 'Q8IY57', 'Q969R5', 'Q9BYE7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q06265', 'Q13868', 'Q15024', 'Q5RKV6', 'Q96B26', 'Q9NPD3', 'Q9NQT4', 'Q9NQT5', 'Q9Y2L1', 'Q9Y3B2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P42345', 'P85299', 'Q6R327', 'Q9BPZ7', 'Q9BVC4']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P04839', 'P13498', 'P14598', 'P19878', 'P60763', 'Q15080']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P49810', 'P49810', 'Q8WW43', 'Q92542', 'Q9NZ42']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P19784', 'P67870', 'P68400', 'Q06587', 'Q86SE9', 'Q8IY57', 'Q8WXX7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q86VS8', 'Q8N612', 'Q96ED9', 'Q9H8T0', 'Q9UJC3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O96019', 'P51532', 'P60709', 'Q12824', 'Q6STE5', 'Q8NFD5', 'Q8TAQ2', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15143', 'O15144', 'O15145', 'O15511', 'P59998', 'P61158', 'P61160']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01566', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P67870', 'P68400', 'Q06587', 'Q86SE9', 'Q8N488', 'Q8WXX7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P05386', 'P05387', 'P05388', 'P18077', 'P18124', 'P18621', 'P26373', 'P27635', 'P30050', 'P32969', 'P35268', 'P36578', 'P40429', 'P42766', 'P46776', 'P46777', 'P46778', 'P46779', 'P47914', 'P49207', 'P50914', 'P61254', 'P61313', 'P61353', 'P61513', 'P61927', 'P62424', 'P62750', 'P62829', 'P62888', 'P62891', 'P62899', 'P62906', 'P62910', 'P62913', 'P62917', 'P62945', 'P62987', 'P63173', 'P83731', 'P83881', 'P84098', 'Q02543', 'Q02878', 'Q07020', 'Q6P5R6', 'Q92901', 'Q9UNX3', 'Q9Y3U8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O96019', 'P51532', 'P60709', 'Q12824', 'Q6STE5', 'Q8NFD5', 'Q8TAQ2', 'Q92784', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A8MWX3', 'Q12768', 'Q2M389', 'Q641Q2', 'Q9Y3C0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q12789', 'Q8WUA4', 'Q969F1', 'Q9UKN8', 'Q9Y5Q8', 'Q9Y5Q9']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P62877', 'Q13617', 'Q15369', 'Q15370', 'Q92624']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15342', 'O75348', 'O75787', 'O95670', 'P15313', 'P21281', 'P21283', 'P27449', 'P36543', 'P38606', 'P61421', 'Q15904', 'Q16864', 'Q6P5S7', 'Q8N8Y2', 'Q8NEY4', 'Q8NHE4', 'Q93050', 'Q96A05', 'Q96LB4', 'Q99437', 'Q9UI12', 'Q9Y5K8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15294', 'O75446', 'P29374', 'Q09028', 'Q13547', 'Q16576', 'Q4LE39', 'Q5PSV4', 'Q8NFU7', 'Q92769', 'Q96ST3', 'Q9H0E3', 'Q9H160', 'Q9H7L9', 'Q9HAJ7', 'Q9HCU9', 'Q9NP50', 'Q9UK53']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15265', 'O75486', 'O75528', 'O75529', 'O94864', 'Q12962', 'Q14CW9', 'Q15393', 'Q16514', 'Q16594', 'Q86TJ2', 'Q8NEM7', 'Q92830', 'Q96BN2', 'Q96ES7', 'Q9BWJ5', 'Q9NPA8', 'Q9UPT9', 'Q9Y4A5', 'Q9Y6J9']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15212', 'O94763', 'Q9NUG6', 'Q9UBK9', 'Q9UHV9']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q15006', 'Q5J8M3', 'Q5UCC4', 'Q8N4V1', 'Q8N766', 'Q9BV81', 'Q9NPA0', 'Q9P0I2', 'Q9Y3B6']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75461', 'P61244', 'Q06587', 'Q14186', 'Q8IWI9', 'Q8N488', 'Q969R5', 'Q9BYE7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A8MT69', 'Q03188', 'Q13352', 'Q5EE01', 'Q6IPU0', 'Q71F23', 'Q7L2Z9', 'Q8N0S6', 'Q8N2Z9', 'Q92674', 'Q96BT3', 'Q96H22', 'Q9BS16', 'Q9BU64', 'Q9H3R5', 'Q9NSP4']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q12768', 'Q2M389', 'Q6VEQ5', 'Q9Y3C0', 'Q9Y4E1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P61201', 'Q13098', 'Q7L5N1', 'Q92905', 'Q99627', 'Q9BT78', 'Q9UBW8', 'Q9UNS2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P19784', 'P67870', 'Q06587', 'Q3KNV8', 'Q8IY57', 'Q8WXX7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P49754', 'Q96AX1', 'Q96JC1', 'Q9H269', 'Q9H270', 'Q9P253']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00566', 'O00567', 'O15213', 'O43818', 'O75691', 'P22087', 'P55769', 'P78316', 'Q12788', 'Q13601', 'Q14692', 'Q15061', 'Q15269', 'Q5QJE6', 'Q8IWA0', 'Q8NDD1', 'Q8NEJ9', 'Q8NI36', 'Q8TED0', 'Q92979', 'Q969X6', 'Q96G21', 'Q9BVI4', 'Q9BVJ6', 'Q9H0A0', 'Q9H583', 'Q9H6R4', 'Q9H8H0', 'Q9NQZ2', 'Q9NRX1', 'Q9NV06', 'Q9NV31', 'Q9NY61', 'Q9NYH9', 'Q9UNX4', 'Q9Y2P8', 'Q9Y2X3', 'Q9Y324', 'Q9Y3A2', 'Q9Y3A4', 'Q9Y5J1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A5YKK6', 'O75175', 'O95628', 'Q92600', 'Q9C0C2', 'Q9H9A5', 'Q9NZN8', 'Q9UFF9', 'Q9UKZ1', 'Q9ULM6']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P19784', 'P67870', 'P68400', 'Q06587', 'Q3KNV8', 'Q8IY57', 'Q8WXX7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43172', 'O43290', 'O75643', 'O94906', 'O95777', 'P09012', 'P14678', 'P55769', 'P62304', 'P62306', 'P62308', 'P62310', 'P62312', 'P62314', 'P62316', 'P62318', 'P83876', 'Q15029', 'Q53GS9', 'Q6P2Q9', 'Q8WVK2', 'Q8WWY3', 'Q96DI7', 'Q9BTD8', 'Q9BUQ8', 'Q9UK45', 'Q9Y333', 'Q9Y4Y9', 'Q9Y4Z0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
